OBJECTID,SchoolCode,OrganizationId,High School,Label,ESDCode,ESDNum,ESDName,LEACode,LEAName,LowestGrade,HighestGrade,LowGrade_Int,HighGrade_Int,OrgCategoryList,AYPCode,AYPCodeDescription,GradeCategory,PhysicalAddress,MailingAddress,PrincipalName,Email,Phone,Latitude,Longitude,County,CongressionalDistrict,LegislativeDistrict
6257,2206,102315,Eatonville High School,,17801,121,Puget Sound Educational Service District 121,27404,Eatonville School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"302 Mashell Ave N, Eatonville, Washington, 98328-0699","PO Box 699, Eatonville, Washington, 98328-0699",Amy  Sturdivant,a.sturdivant@eatonville.wednet.edu,360.879.1200,46.8717280000001,-122.266789001,Pierce,8,2
6258,4230,102318,Eatonville Middle School,,17801,121,Puget Sound Educational Service District 121,27404,Eatonville School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"207 Carter St E, Eatonville, Washington, 98328-0910","PO Box 910, Eatonville, Washington, 98328-0910",Janna  Rush,j.rush@eatonville.wednet.edu,360.879.1400,46.868564,-122.262979001,Pierce,8,2
6259,3104,101495,Echo Lake Elementary School,,17801,121,Puget Sound Educational Service District 121,17412,Shoreline School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"19345 Wallingford Ave. N., Shoreline, Washington, 98133-4155","19345 Wallingford Ave. N., Shoreline, Washington, 98133-4155",Andrew  Lohman,andrew.lohman@shorelineschools.org,206.393.4337,47.7700810000001,-122.339148,King,7,32
6260,2729,101101,Eckstein Middle School,,17801,121,Puget Sound Educational Service District 121,17001,Seattle Public Schools,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"3003 NE 75 ST, SEATTLE, Washington, 98115-4709","3003 NE 75 ST, SEATTLE, Washington, 98115-4709",Kristin  Rose,kprose@seattleschools.org,206.252.5015,47.6823620000001,-122.294885,King,7,46
6261,2575,102046,Edgemont Jr High,,17801,121,Puget Sound Educational Service District 121,27003,Puyallup School District,6,9,6,9," Public School, Regular School",P,Public School,Jr High,"2300 110th Ave E, Edgewood, Washington, 98372-1523","2300 110th Ave E, Edgewood, Washington, 98372-1523",Mark  Knight,knightme@puyallup.k12.wa.us,253.841.8727,47.2370020000001,-122.283493,Pierce,10,31
6262,2379,102367,Edison Elementary - Burlington/Edison,,29801,189,Northwest Educational Service District 189,29100,Burlington-Edison School District,K,8,0,8," Public School, Regular School",P,Public School,Other,"5801 MAIN ST, EDISON, Washington, 98232-9244","5801 MAIN ST, EDISON, Washington, 98232-9244",Amy  Staudenraus,astaudenraus@be.wednet.edu,360.757.3375,48.561473,-122.438005,Skagit,2,40
6263,2244,101869,Edison Elementary,,34801,113,Capital Region ESD 113,21401,Centralia School District,K,6,0,6," Public School, Regular School",P,Public School,Elementary School,"607 H Street, Centralia, Washington, 98531-4623","607 H Street, Centralia, Washington, 98531-4623",Andy  Justice,ajustice@centralia.wednet.edu,360.330.7631,46.721933,-122.959509,Lewis,3,20
6264,3315,100367,Edison Elementary School - Kennewick,,11801,123,Educational Service District 123,3017,Kennewick School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"201 SOUTH DAWES STREET, KENNEWICK, Washington, 99336-2047","201 SOUTH DAWES STREET, KENNEWICK, Washington, 99336-2047",Mia  Shindehite,mia.shindehite@ksd.org,509.222.5504,46.2082120000001,-119.189877999,Benton,4,8
6265,2871,102132,Edison Elementary School,,17801,121,Puget Sound Educational Service District 121,27010,Tacoma School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"5830 S Pine St, Tacoma, Washington, 98409-0000","5830 S Pine St, Tacoma, Washington, 98409-0000",Henry  Smith,hsmith@Tacoma.K12.Wa.US,253.571.1700,47.2037040000001,-122.474282,Pierce,6,29
6266,2528,103016,Edison Elementary School - Walla Walla,,11801,123,Educational Service District 123,36140,Walla Walla Public Schools,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"1315 E ALDER ST, WALLA WALLA, Washington, 99362-3598","1315 E ALDER ST, WALLA WALLA, Washington, 99362-3598",Jenny Rainwater Foster,jfoster@wwps.org,509.527.3072,46.0682160000001,-118.309222,Walla Walla,5,16
6267,1519,102509,Edmonds eLearning Academy,,29801,189,Northwest Educational Service District 189,31015,Edmonds School District,9,12,9,12," Alternative School, Public School",A,Alternative School w/ > 50% From Within District,High School,"7501 208th St SW, LYNNWOOD, Washington, 98036","7501 208th St SW, LYNNWOOD, Washington, 98036-7400", Christy  Frary,fraryc@edmonds.wednet.edu,425.431.1528,47.8106603750001,-122.334692984,Snohomish,2,32
6268,3606,102546,Edmonds Elementary,,29801,189,Northwest Educational Service District 189,31015,Edmonds School District,K,6,0,6," Public School, Regular School",P,Public School,Elementary School,"1215 OLYMPIC AVENUE, EDMONDS, Washington, 98020-2515","1215 OLYMPIC AVENUE, EDMONDS, Washington, 98020-2515",Alex  Alexander,alexanderdo@edmonds.wednet.edu,425.431.7375,47.8201280000001,-122.363420999,Snohomish,7,21
6269,3123,102523,Edmonds Woodway High School,,29801,189,Northwest Educational Service District 189,31015,Edmonds School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"7600  212TH STREET SW, EDMONDS, Washington, 98026-7556","7600  212TH STREET SW, EDMONDS, Washington, 98026-7556",Allison  Larsen,larsena@edmonds.wednet.edu,425.431.7908,47.8059420000001,-122.336866,Snohomish,7,32
6270,1936,103855,Educational Resource Center,,29801,189,Northwest Educational Service District 189,37507,Mount Baker School District,PK,PK,-1,-1," Public School, Special Education School",S,Special Education School,PK Only,"4888 DEMING RD, DEMING, Washington, 98244-0095","4888 DEMING RD PO BOX 95, DEMING, Washington, 98244-0095",Ian  Linterman,ilinterman@mtbaker.wednet.edu,360.383.2012,48.8254880000001,-122.223787001,Whatcom,1,42
6271,3425,100766,Edwin Markham Elementary,,11801,123,Educational Service District 123,11001,Pasco School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"4031 ELM ROAD, PASCO, Washington, 99301-0000","4031 ELM ROAD, PASCO, Washington, 99301-0000",Kim  Mahaffey,kmahaffey@psd1.org,509.543.6790,46.4301800000001,-119.197856,Franklin,4,9
6272,4308,101451,Edwin R Opstad Elementary,,17801,121,Puget Sound Educational Service District 121,17410,Snoqualmie Valley School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"1345 STILSON AVE SE, NORTH BEND, Washington, 98045-9559","1345 STILLSON AVE SE, NORTH BEND, Washington, 98045-0000",Gregory  Forrest,forrestg@svsd410.org,425.831.8300,47.48024,-121.766922,King,8,5
6273,5106,104484,Phoenix High School,,11801,123,Educational Service District 123,3017,Kennewick School District,9,12,9,12," Alternative School, Public School",A,Alternative School w/ > 50% From Within District,High School,"3520 Southridge Boulevard, Kennewick, Washington, 99338","3520 Southridge Boulevard, Kennewick, Washington, 99338",Jill  Mulhausen,jill.mulhausen@ksd.org,509.222.6039,46.2053000000001,-119.13609,Benton,4,8
6274,4165,102496,Picnic Point Elementary,,29801,189,Northwest Educational Service District 189,31006,Mukilteo School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"5819 140th St SW, Edmonds, Washington, 98026","5819 140th St SW, Edmonds, Washington, 98026",Ali G Williams,WilliamsAG@Mukilteo.wednet.edu,425.366.3400,47.872575,-122.313197,Snohomish,2,21
6275,3879,101472,Pine Lake Middle School,,17801,121,Puget Sound Educational Service District 121,17411,Issaquah School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"3095 Issaquah-Pine Lake Rd SE, SAMMAMISH, Washington, 98075","3095 Issaquah-Pine Lake Rd, SAMMAMISH, Washington, 98075",Michelle  Caponigro,CaponigroM@issaquah.wednet.edu,425.837.5700,47.5811890000001,-122.034312,King,8,41
6276,3593,101585,Pine Tree Elementary School,,17801,121,Puget Sound Educational Service District 121,17415,Kent School District,PK,6,-1,6," Public School, Regular School",P,Public School,Elementary School,"27825 118th Ave SE, Kent, Washington, 98030-8778","27825 118th Ave SE, Kent, Washington, 98030-8778",Dana  Stiner,Dana.Stiner@kent.k12.wa.us,253.373.7687,47.3521410000001,-122.185281999,King,8,47
6277,4527,101738,Pinecrest Elementary,,18801,114,Olympic Educational Service District 114,18401,Central Kitsap School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"5530 PINE RD NE, BREMERTON, Washington, 98311-3132","5530 Pine Road NE, BREMERTON, Washington, 98311",Bethany  LaHaie,BethanyL@ckschools.org,360.662.9200,47.613211,-122.636577001,Kitsap,6,23
6278,3651,102586,Pinewood Elementary,,29801,189,Northwest Educational Service District 189,31025,Marysville School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"8600 52nd Ave NE, Marysville, Washington, 98270-3545","8600 52nd Ave NE, Marysville, Washington, 98270-3545",Mica  Harasek,mica_harasek@msd25.org,360.965.1300,48.0726790000001,-122.161519999,Snohomish,2,38
6279,4573,102571,Pioneer Elementary,,29801,189,Northwest Educational Service District 189,31016,Arlington School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"8213 Eaglefield Dr, Arlington, Washington, 98223-4660","8213 Eaglefield Dr, Arlington, Washington, 98223-4660",Brenda  Booth,bbooth@asd.wednet.edu,360.618.6230,48.1656820000001,-122.120570001,Snohomish,2,39
6280,3227,101420,Pioneer Elementary School,,17801,121,Puget Sound Educational Service District 121,17408,Auburn School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"2301 M St SE, AUBURN, Washington, 98002","2301 M St SE, AUBURN, Washington, 98002",Paul  McKenzie,pmckenzie@auburn.wednet.edu,253.931.4986,47.288375,-122.214296,King,8,31
6281,4445,100615,Pioneer Elementary School,,6801,112,Educational Service District 112,6114,Evergreen School District (Clark),PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"7212 NE 166th Avenue, Vancouver, Washington, 98682-5196","7212 NE 166th Avenue, Vancouver, Washington, 98682-5196",Jenny  Hayworth,Jenny.Hayworth@evergreenps.org,360.604.3300,45.6763839710001,-122.501142423,Clark,3,17
6282,3697,102973,Pioneer Elementary School,,34801,113,Capital Region ESD 113,34111,Olympia School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"1655 CARLYON AVE SE, OLYMPIA, Washington, 98501-3624","1655 CARLYON AVE SE, OLYMPIA, Washington, 98501-3624",Joel  Lang,jlang@osd.wednet.edu,360.596.6500,47.019187,-122.879244,Thurston,10,22
6283,2919,100802,Pioneer Elementary,,4801,171,North Central Educational Service District 171,13144,Quincy School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"224 J ST SE, QUINCY, Washington, 98848-0000","224 J STREET S.E., QUINCY, Washington, 98848-0000",Alesha  Porter,aporter@qsd.wednet.edu,509.787.1595,47.229923,-119.848535,Grant,4,13
6284,4497,103243,Pioneer Elementary School,,39801,105,Educational Service District 105,39201,Sunnyside School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"2101 E. Lincoln, Sunnyside, Washington, 98944-2197","1110 S. 6th Street, Sunnyside, Washington, 98944-2197",Kristine  Diddens,kris.diddens@sunnysideschools.org,509.836.2200,46.31566,-119.993205,Yakima,4,15
6285,2865,101924,Pioneer Middle School,,34801,113,Capital Region ESD 113,23402,Pioneer School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"50 E Spencer Lake Road, SHELTON, Washington, 98584-7306","112 E Spencer Lake Road, SHELTON, Washington, 98584-7306",Doris  Bolender,dbolender@psd402.org,360.426.8291,47.2583960000001,-123.004176,Mason,6,35
6286,2237,102024,Pioneer Middle,,17801,121,Puget Sound Educational Service District 121,27001,Steilacoom Hist. School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"1750 BOB'S HOLLOW LN, DUPONT, Washington, 98327","1750 BOB'S HOLLOW LN, DUPONT, Washington, 98327",JoAnne  Fernandes,jfernandes@steilacoom.k12.wa.us,253.983.7201,47.1009050000001,-122.649729,Pierce,10,28
6287,2780,103017,Pioneer Middle School,,11801,123,Educational Service District 123,36140,Walla Walla Public Schools,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"450 BRIDGE ST, WALLA WALLA, Washington, 99362-3599","450 BRIDGE ST, WALLA WALLA, Washington, 99362-3599",Kristina Y Duncan,kduncan@wwps.org,509.527.3050,46.0645240000001,-118.310252,Walla Walla,5,16
6288,3210,100466,Pioneer Middle School,,4801,171,North Central Educational Service District 171,4246,Wenatchee School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"1620 RUSSELL ST, WENATCHEE, Washington, 98801-0000","1620 RUSSELL ST, WENATCHEE, Washington, 98801-0000",Robert B Cline,cline.robert@wenatcheeschools.org,509.663.7171,47.412266,-120.323278,Chelan,8,12
6289,4463,101925,Pioneer Elementary School,,34801,113,Capital Region ESD 113,23402,Pioneer School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"110 E SPENCER LAKE RD., SHELTON, Washington, 98584-7307","112 E SPENCER LAKE RD., SHELTON, Washington, 98584-7307",  ,,,47.2581640000001,-123.000829,Mason,6,35
6290,4381,102309,Pioneer Valley Elementary,,17801,121,Puget Sound Educational Service District 121,27403,Bethel School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"7315 Eustis Hunt Road, Spanaway, Washington, 98387-5305","7315 Eustis Hunt Rd, Spanaway, Washington, 98387-5305",Christoph   Green,cgreen@bethelsd.org,253.800.8900,47.0708450000001,-122.330435,Pierce,10,2
6291,4271,102938,Pleasant Glade Elementary,,34801,113,Capital Region ESD 113,34003,North Thurston Public Schools,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"1920 Abernethy Rd NE, Lacey, Washington, 98516-3776","1920 Abernethy Rd NE, Lacey, Washington, 98516-3776",Andrew  Pitman,apitman@nthurston.k12.wa.us,360.412.4620,47.062219,-122.825331001,Thurston,10,22
6292,3997,100642,Pleasant Valley Middle,,6801,112,Educational Service District 112,6119,Battle Ground School District,5,8,5,8," Public School, Regular School",P,Public School,Middle School,"14320 NE 50TH AVE, VANCOUVER, Washington, 98686-0000","PO Box 200, Battle Ground, Washington, 98604",Michael T Maloney,maloney.michael@battlegroundps.org,360.885.5501,45.7268540000001,-122.62166,Clark,3,17
6293,3996,100641,Pleasant Valley Primary,,6801,112,Educational Service District 112,6119,Battle Ground School District,PK,4,-1,4," Public School, Regular School",P,Public School,Elementary School,"14320 NE 50TH AVE, VANCOUVER, Washington, 98686-0000","PO Box 200, Battle Ground, Washington, 98604-0200",  ,,,45.7268540000001,-122.62166,Clark,3,17
6294,2169,102108,Point Defiance Elementary School,,17801,121,Puget Sound Educational Service District 121,27010,Tacoma School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"4330 N Visscher St, Tacoma, Washington, 98407-0000","4330 N Visscher St, Tacoma, Washington, 98407-0000",John  Aiken,jaiken@Tacoma.K12.Wa.US,253.571.6900,47.2893550000001,-122.518276,Pierce,6,27
6295,4459,103092,Point Roberts Primary,,29801,189,Northwest Educational Service District 189,37503,Blaine School District,K,3,0,3," Public School, Regular School",P,Public School,Elementary School,"PT. ROBERTS PRIMARY 2050 BENSON RD, POINT ROBERTS, Washington, 98281-0000","PT. ROBERTS PRIMARY 2050 BENSON RD, POINT ROBERTS, Washington, 98281-0000",Stacy  Thomas,sthomas@blainesd.org,360.332.5881,48.990306,-123.042379,Whatcom,1,42
6296,2241,100790,Pomeroy Jr Sr High School,,11801,123,Educational Service District 123,12110,Pomeroy School District,7,12,7,12," Public School, Regular School",P,Public School,Other,"1090 Pataha St, POMEROY, Washington, 99347-0950","P.O. Box 950, Pomeroy, Washington, 99347-0950",Amy  Miller,Amiller@psd.wednet.edu,509.843.1331,46.4718140000001,-117.596197,Garfield,5,9
6297,4098,102802,Ponderosa Elementary,,32801,101,Educational Service District 101,32356,Central Valley School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"10105 E Cimmaron Dr, Spokane Valley, Washington, 99206-9670","10105 E Cimmaron Dr, Spokane Valley, Washington, 99206-9670",Sasha  Deyarmin,sdeyarmin@cvsd.org,509.558.6452,47.6195250000001,-117.269466999,Spokane,5,4
6298,4146,102063,Pope Elementary,,17801,121,Puget Sound Educational Service District 121,27003,Puyallup School District,K,6,0,6," Public School, Regular School",P,Public School,Elementary School,"15102 122nd Ave E, Puyallup, Washington, 98374-3419","15102 122nd Ave E, Puyallup, Washington, 98374-3419",Allison  Hargroves,hargra@puyallup.k12.wa.us,253.435.2850,47.118347,-122.268279001,Pierce,8,25
6299,2908,100480,Port Angeles High School,,18801,114,Olympic Educational Service District 114,5121,Port Angeles School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"304 E PARK AVE, PORT ANGELES, Washington, 98362-6934","304 E PARK AVE, PORT ANGELES, Washington, 98362-6934",TANNER I ZAHRT,tzahrt@portangelesschools.org,360.452.7602,48.100915,-123.44091,Clallam,6,24
6300,4512,102667,Port Susan Middle School,,29801,189,Northwest Educational Service District 189,31401,Stanwood-Camano School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"7506 267TH ST NW, STANWOOD, Washington, 98292-0000","7506 267TH ST NW, STANWOOD, Washington, 98292-0000",CHERAE  ALMANZA,calmanza@stanwood.wednet.edu,360.629.1360,48.2372490000001,-122.335562,Snohomish,2,10
6301,2503,100962,Port Townsend High School,,18801,114,Olympic Educational Service District 114,16050,Port Townsend School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"1500 Van Ness St, Port Townsend, Washington, 98368-6346","1500 Van Ness St, Port Townsend, Washington, 98368-6346",Carrie L. Ehrhardt,cehrhardt@ptschools.org,360.379.4520,48.1182900000001,-122.768324001,Jefferson,6,24
6302,3124,102565,Post Middle School,,29801,189,Northwest Educational Service District 189,31016,Arlington School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"1220 E. 5th St, Arlington, Washington, 98223-1119","1220 E. 5th St, Arlington, Washington, 98223-1119",Yvonne  Walker,vwalker@asd.wednet.edu,360.618.6450,48.1965470000001,-122.111429,Snohomish,2,39
6303,2026,101702,Poulsbo Elementary School,,18801,114,Olympic Educational Service District 114,18400,North Kitsap School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"18531 Noll Rd NE, Poulsbo, Washington, 98370-7521","18531 Noll Rd NE, Poulsbo, Washington, 98370-7521",Debra Leigh Audet,daudet@nkschools.org,360.396.3500,47.7307460000001,-122.618713,Kitsap,6,23
6304,2476,101703,Poulsbo Middle School,,18801,114,Olympic Educational Service District 114,18400,North Kitsap School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"2003 NE Hostmark St, Poulsbo, Washington, 98370-7639","2003 NE Hostmark St, Poulsbo, Washington, 98370-7639",Joshua K Emmons,jemmons@nkschools.org,360.396.3202,47.7329500000001,-122.622352,Kitsap,6,23
6305,4104,100643,Prairie High School,,6801,112,Educational Service District 112,6119,Battle Ground School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"11311 NE 119th St, BRUSH PRAIRIE, Washington, 98662-0000","PO Box 200, Battle Ground, Washington, 98604-0200",  ,,,45.704823,-122.554921,Clark,3,17
6306,5094,104359,Prairie View Elementary,,32801,101,Educational Service District 101,32354,Mead School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"2606 W. Johannsen Rd., Spokane, Washington, 99208","2606 W. Johannsen Rd., Spokane, Washington, 99208",Irene  Gonzales,irene.gonzales@mead354.org,509.465.7800,47.745097,-117.447947,Spokane,5,6
6307,3575,103040,Prescott High School,,11801,123,Educational Service District 123,36402,Prescott School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"207 SOUTH A ST, PRESCOTT, Washington, 99348-0065","PO BOX 65 207 SOUTH A STREET, PRESCOTT, Washington, 99348-0065",Justin  Bradford,jbradford@prescott.k12.wa.us,509.849.2217,46.2973730000001,-118.320102,Walla Walla,5,16
6308,4154,102566,Presidents Elementary,,29801,189,Northwest Educational Service District 189,31016,Arlington School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"505 East Third, Arlington, Washington, 98223-0000","505 East Third, Arlington, Washington, 98223-0000",Derek  Larsen,dlarsen@asd.wednet.edu,360.618.6240,48.195504,-122.120308,Snohomish,2,39
6309,2953,102788,Progress Elementary School,,32801,101,Educational Service District 101,32356,Central Valley School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"710 N Progress Rd, Spokane Valley, Washington, 99037-9585","710 N Progress Rd, Spokane Valley, Washington, 99037-9585",Eric  Dobney,edobney@cvsd.org,509.558.4502,47.6637860000001,-117.201334,Spokane,5,4
6310,2159,103014,Prospect Point Elementary,,11801,123,Educational Service District 123,36140,Walla Walla Public Schools,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"55 RESER RD, WALLA WALLA, Washington, 99362-8871","55 RESER RD, WALLA WALLA, Washington, 99362-8871",Barbara Lynne Casey,bcasey@wwps.org,509.527.3088,46.0428450000001,-118.323731001,Walla Walla,5,16
6311,2508,100399,Prosser High School,,11801,123,Educational Service District 123,3116,Prosser School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"1203 Prosser Ave., Prosser, Washington, 99350-1430","1203 Prosser Ave., Prosser, Washington, 99350-1430",Kevin  Lusk,kevin.lusk@prosserschools.org,509.786.1224,46.205545106,-119.758205469,Benton,4,16
6312,3316,100402,Prosser Heights Elementary,,11801,123,Educational Service District 123,3116,Prosser School District,3,5,3,5," Public School, Regular School",P,Public School,Elementary School,"2008 Miller Ave., Prosser, Washington, 99350-1535","2008 Miller Ave., Prosser, Washington, 99350-1535",Sally  Juzeler,sally.juzeler@prosserschools.org,509.786.2633,46.20372,-119.765804,Benton,4,16
6313,4563,100628,Prune Hill Elem,,6801,112,Educational Service District 112,6117,Camas School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"1601 NW Tidland St, Camas, Washington, 98607-9405","1601 NW Tidland St, Camas, Washington, 98607-9405",Julie  Swan,julie.swan@camas.wednet.edu,360.833.5730,45.59043,-122.455921,Clark,3,18
6314,4547,102208,Ptarmigan Ridge Elementary School,,17801,121,Puget Sound Educational Service District 121,27344,Orting School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"805 Old Pioneer Way NW, Orting, Washington, 98360-9466","805 Old Pioneer Way NW, Orting, Washington, 98360-8404",Alicia Kathleen Jensen,jensena@orting.wednet.edu,360.893.0595,47.1046930000001,-122.21881,Pierce,8,2
6315,3224,101365,Puesta del Sol Elementary School,,17801,121,Puget Sound Educational Service District 121,17405,Bellevue School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"3810  132nd Avenue SE, Bellevue, Washington, 98006-1310","3810  132nd Avenue SE, Bellevue, Washington, 98006-1310",Jonathan  Shearer,shearerj@bsd405.org,425.456.6100,47.5760950000001,-122.163625,King,9,41
6316,2499,103134,Pullman High School,,32801,101,Educational Service District 101,38267,Pullman School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"510 NW Greyhound Way, Pullman, Washington, 99163-3585","510 NW Greyhound Way, Pullman, Washington, 99163-3585",Juston  Pollestad,jpollestad@psd267.org,509.332.1551,46.7479220000001,-117.185993,Whitman,5,9
6317,3685,102256,Purdy Elementary School,,17801,121,Puget Sound Educational Service District 121,27401,Peninsula School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"13815 62nd Ave NW, Gig Harbor, Washington, 98332-8699","13815 62nd Ave NW, Gig Harbor, Washington, 98332-8699",Dina (Kristi)  Rivera,riverad@psd401.net,253.530.4600,47.3841410000001,-122.619941,Pierce,6,26
6318,2125,102038,Puyallup High School,,17801,121,Puget Sound Educational Service District 121,27003,Puyallup School District,10,12,10,12," Public School, Regular School",P,Public School,High School,"105 Seventh St SW, Puyallup, Washington, 98371-5333","105 Seventh St SW, Puyallup, Washington, 98371-5333",Dave  Sunich,SunichDM@puyallup.k12.wa.us,253.604.3709,47.1912280000001,-122.301904,Pierce,10,25
6319,2491,100945,Queets-Clearwater Elementary,,18801,114,Olympic Educational Service District 114,16020,Queets-Clearwater School District,K,8,0,8," Public School, Regular School",P,Public School,Other,"146000 HWY 101, FORKS, Washington, 98331-0000","146000 HWY 101, FORKS, Washington, 98331-0000",Michael  Ferguson,mferguson@qcsd.wednet.edu,360.962.2395,47.539818,-124.251725001,Jefferson,6,24
6320,5350,105776,Quil Ceda Tulalip Elementary,,29801,189,Northwest Educational Service District 189,31025,Marysville School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"2415 74th St NE, Tulalip, Washington, 98271","2415 74th St NE, Tulalip, Washington, 98271",Sarah Marie Boerner,Sarahmarie_Boerner@msd25.org,360.965.3100,48.0640497460001,-122.198614613,Snohomish,2,38
6321,2474,100949,Quilcene High And Elementary,,18801,114,Olympic Educational Service District 114,16048,Quilcene School District,PK,12,-1,12," Public School, Regular School",P,Public School,PK-12,"294715 Highway 101, Quilcene, Washington, 98376-0040","PO Box 40, Quilcene, Washington, 98376-0040",Sean  Moss,smoss@qsd48.org,360.765.2906,47.8236190000001,-122.874753,Jefferson,6,24
6322,3088,100804,Quincy High School,,4801,171,North Central Educational Service District 171,13144,Quincy School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"16 6th AVE SE, QUINCY, Washington, 98848-0000","16 6th AVE SE, QUINCY, Washington, 98848-0000",Marcus  Pimpleton,mpimplet@qsd.wednet.edu,509.787.3501,47.2489276320001,-119.847487295,Grant,4,12
6323,2510,100801,Quincy Middle School,,4801,171,North Central Educational Service District 171,13144,Quincy School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"417 C ST SE, QUINCY, Washington, 98848-0000","417 C ST SE, QUINCY, Washington, 98848-0000",Scott   RAMSEY,sramsey@qsd.wednet.edu,509.787.4435,47.2366241820001,-119.841369088,Grant,4,13
6324,2416,100667,R A Long High School,,6801,112,Educational Service District 112,8122,Longview School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"2903 Nichols Blvd., Longview, Washington, 98632-2704","2903 Nichols Blvd., Longview, Washington, 98632-2704",Richard J. Reeves,rreeves@longview.k12.wa.us,360.575.7225,46.140614,-122.955924,Cowlitz,3,19
6325,3327,101125,Rainier Beach High School,,17801,121,Puget Sound Educational Service District 121,17001,Seattle Public Schools,9,12,9,12," Public School, Regular School",P,Public School,High School,"8815 SEWARD PARK AV S, SEATTLE, Washington, 98118-4743","8815 SEWARD PARK AV S, SEATTLE, Washington, 98118-4743",Ivory  Brooks,idbrooks@seattleschools.org,206.252.6358,47.5243090000001,-122.266085,King,9,37
6326,4486,102987,Rainier Elementary School,,34801,113,Capital Region ESD 113,34307,Rainier School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"600 W 3rd, Rainier, Washington, 98576-0098","P.O. Box 98, Rainier, Washington, 98576-0098",Rita  Meldrum,meldrumr@rainier.wednet.edu,360.446.4020,46.8832420000001,-122.692942999,Thurston,10,2
6327,4385,101429,Rainier Middle School,,17801,121,Puget Sound Educational Service District 121,17408,Auburn School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"30620 116TH AVE SE, AUBURN, Washington, 98092-3161","30620 116TH AVE SE, AUBURN, Washington, 98092-3161",Justin  Maier,jmaier@auburn.wednet.edu,253.931.4955,47.3275120000001,-122.185424999,King,8,47
6328,2158,102985,Rainier Middle School,,34801,113,Capital Region ESD 113,34307,Rainier School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"202 2nd St. W, Rainier, Washington, 98576-0098","PO Box 98, Rainier, Washington, 98576-0098",John  Beckman,beckmanj@rainier.wednet.edu,360.446.2206,46.8864360000001,-122.68861,Thurston,10,2
