Org Name,School Code,Org Type,Function,Contact Name,Address 1,Address 2,Town,State,Zip,Phone,Fax,Grade
Mashpee: Quashnet School,1720035,Public School,Principal,MaryKate O'brien,150 Old Barnstable Road,,Mashpee,MA,2649,508-539-1550,508-539-1556,"03,04,05,06"
Match Charter Public School (District): Match Charter Public School,4690505,Charter School,Principal,Joseph Gallagher,1001 Commonwealth Avenue,,Boston,MA,2215,617-232-0300,617-232-2838,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12"
Mattapoisett: Center,1730005,Public School,Principal,Rosemary Bowman,17 Barstow Street,,Mattapoisett,MA,2739,508-758-2521,508-758-3153,"PK,K,01,02,03"
Mattapoisett: Old Hammondtown,1730010,Public School,Principal,Rosemary Bowman,20 Shaw Street,,Mattapoisett,MA,2739,508-758-6241,508-758-4667,"04,05,06"
Maynard: Fowler School,1740305,Public School,Principal,Michael Barth,3 Tiger Drive,,Maynard,MA,1754,978-897-6700,978-897-5737,"04,05,06,07,08"
Maynard: Green Meadow,1740010,Public School,Principal,Robert Rouleau,5 Tiger Drive,,Maynard,MA,1754,978-897-8246,978-897-8298,"PK,K,01,02,03"
Maynard: Maynard High,1740505,Public School,Principal,Charles Caragianes,1 Tiger Drive,,Maynard,MA,1754,978-897-8891,978-897-6089,"09,10,11,12"
Medfield: Dale Street,1750005,Public School,Principal,Stephen Grenham,45 Adams Street,,Medfield,MA,2052,508-359-5538,508-359-1415,"04,05"
Medfield: Medfield Senior High,1750505,Public School,Principal,Robert Parga,88R South Street,,Medfield,MA,2052,508-359-4367,508-359-2963,"09,10,11,12"
Medfield: Memorial School,1750003,Public School,Principal,Melissa Bilsborough,59 Adams Street,,Medfield,MA,2052,508-359-5135,508-359-1419,"PK,K,01"
Medfield: Ralph Wheelock School,1750007,Public School,Principal,Holli Caulfield,17 Elm Street,,Medfield,MA,2052,508-359-6316,508-359-6174,"02,03"
Medfield: Thomas Blake Middle,1750305,Public School,Principal,Nathaniel Vaughn,24 Pound Street,,Medfield,MA,2052,508-359-2396,508-359-0134,"06,07,08"
Medford: Brooks School,1760130,Public School,Principal,Shannon Demos,388 High Street,,Medford,MA,2155,781-393-2166,781-393-2174,"PK,K,01,02,03,04,05"
Medford: Curtis-Tufts,1760510,Public School,Principal,Craig Drauschke,437 Main Street,,Medford,MA,2155,781-393-2343,781-393-0699,"09,10,11,12"
Medford: John J McGlynn Elementary School,1760068,Public School,Principal,Diane Guarino,3002 Mystic Valley Pkwy,,Medford,MA,2155,781-393-2333,781-393-5462,"PK,K,01,02,03,04,05"
Medford: John J. McGlynn Middle School,1760320,Public School,Principal,Nicholas Tucci,3004 Mystic Valley Parkway,,Medford,MA,2155,781-393-2333,781-393-5462,"06,07,08"
Medford: Madeleine Dugger Andrews,1760315,Public School,Principal,Michael Downs,3000 Mystic Valley Pkwy,,Medford,MA,2155,781-393-2228,781-395-8128,"06,07,08"
Medford: Medford High,1760505,Public School,Principal,Paul D'Alleva,489 Winthrop Street,,Medford,MA,2155,781-393-2301,781-395-1468,"PK,09,10,11,12"
Medford: Milton Fuller Roberts,1760150,Public School,Principal,Kirk Johnson,35 Court Street,,Medford,MA,2155,781-393-2155,781-393-2158,"PK,K,01,02,03,04,05"
Medford: Missituk Elementary School,1760140,Public School,Principal,Kathleen Kay,37 Hicks Avenue,,Medford,MA,2155,781-393-2177,781-393-2187,"PK,K,01,02,03,04,05"
Medway: Burke/Memorial Elementary School,1770015,Public School,Principal,John Kelley,16 Cassidy Lane,,Medway,MA,2053,508-533-3266,508-533-3274,"02,03,04"
Medway: John D Mc Govern Elementary,1770013,Public School,Principal,Amy Mcdonald,9 Lovering Street,,Medway,MA,2053,508-533-3243,508-533-3263,"PK,K,01"
Medway: Medway High,1770505,Public School,Principal,John Murray,88 Summer Street,,Medway,MA,2053,508-533-3227,508-533-3246,"09,10,11,12"
Medway: Medway Middle,1770305,Public School,Principal,Amanda Luizzi,45 Holliston Street,,Medway,MA,2053,508-533-3230,508-533-3257,"05,06,07,08"
Melrose: Early Childhood Center,1780003,Public School,Principal,Donna Rosso,16 Franklin Street,,Melrose,MA,2176,781-979-2260,781-979-2120,"PK,K"
Melrose: Herbert Clark Hoover,1780017,Public School,Principal,Helena Cullen-hamzeh,37 Glendower Road,,Melrose,MA,2176,781-979-2180,781-979-2183,"K,01,02,03,04,05"
Melrose: Horace Mann,1780025,Public School,Principal,Milissa Churchill,40 Damon Avenue,,Melrose,MA,2176,781-979-2190,781-979-2194,"K,01,02,03,04,05"
Melrose: Lincoln,1780020,Public School,Principal,Kristen St George,80 West Wyoming Avenue,,Melrose,MA,2176,781-979-2250,781-979-2259,"K,01,02,03,04,05"
Melrose: Melrose High,1780505,Public School,Principal,Jason Merrill,360 Lynn Fells Parkway,,Melrose,MA,2176,781-979-2200,781-979-2206,"09,10,11,12"
Melrose: Melrose Middle,1780305,Public School,Principal,Zachary Best,350 Lynn Fells Parkway,,Melrose,MA,2176,781-979-2100,781-979-2104,"06,07,08"
Melrose: Roosevelt,1780035,Public School,Principal,Mary Beth Maranto,253 Vinton Street,,Melrose,MA,2176,781-979-2270,781-979-2275,"K,01,02,03,04,05"
Melrose: Winthrop,1780050,Public School,Principal,Michael Tracy,162 First Street,,Melrose,MA,2176,781-979-2280,781-979-2281,"K,01,02,03,04,05"
Mendon-Upton: Henry P Clough,7100179,Public School,Principal,Janice Gallagher,10 North Avenue,,Mendon,MA,1756,508-634-1580,508-478-9111,"PK,K,01,02,03,04"
Mendon-Upton: Memorial School,7100001,Public School,Principal,Wendy Bell,69 Main Street,,Upton,MA,1568,508-529-1082,508-529-1909,"PK,K,01,02,03,04"
Mendon-Upton: Miscoe Hill School,7100015,Public School,Principal,Jennifer Mannion,148 North Avenue,,Mendon,MA,1756,508-634-1590,508-634-1576,"05,06,07,08"
Mendon-Upton: Nipmuc Regional High,7100510,Public School,Principal,John Clements,90 Pleasant Street,,Upton,MA,1568,508-529-2130,508-529-2129,"09,10,11,12"
Methuen: Comprehensive Grammar School,1810050,Public School,Principal,Katherine Proietti,100 Howe Street,,Methuen,MA,1844,978-722-9051,978-722-9053,"PK,K,01,02,03,04,05,06,07,08"
Methuen: Donald P Timony Grammar,1810060,Public School,Principal,Christopher Reeve,45 Pleasant View Street,,Methuen,MA,1844,978-722-9001,978-722-9003,"PK,K,01,02,03,04,05,06,07,08"
Methuen: Marsh Grammar School,1810030,Public School,Principal,Rebecca Gordon,309 Pelham Street,,Methuen,MA,1844,978-722-9076,978-722-9078,"PK,K,01,02,03,04,05,06,07,08"
Methuen: Methuen High,1810505,Public School,Principal,Richard Barden,1 Ranger Rd,,Methuen,MA,1844,978-722-6040,978-722-6042,"09,10,11,12"
Methuen: Tenney Grammar School,1810055,Public School,Principal,Marybeth Donovan-grassi,75 Pleasant Street,,Methuen,MA,1844,978-722-9026,978-722-9028,"PK,K,01,02,03,04,05,06,07,08"
Middleborough: Henry B. Burkland Elementary School,1820008,Public School,Principal,Derek Thompson,41 Mayflower Avenue,,Middleborough,MA,2346,508-946-2040,508-946-2029,"01,02,03,04,05"
Middleborough: John T. Nichols Middle,1820305,Public School,Principal,Heidi Letendre,112 Tiger Drive,,Middleborough,MA,2346,508-946-2020,508-946-2019,"06,07,08"
Middleborough: Mary K. Goode Elementary School,1820010,Public School,Principal,Lisa Grimes,31 Mayflower Avenue,,Middleborough,MA,2346,508-946-2045,508-946-8851,"01,02,03,04,05"
Middleborough: Memorial Early Childhood Center,1820011,Public School,Principal,Jeremy Gobeil,219 North Main Street,,Middleboro,MA,2346,508-946-2032,508-946-2023,"PK,K"
Middleborough: Middleborough High,1820505,Public School,Principal,Paul Branagan,71 East Grove Street,,Middleborough,MA,2346,508-946-2010,508-946-8852,"09,10,11,12"
Middleton: Fuller Meadow,1840003,Public School,Principal,Diane Carreiro,143 South Main Street,,Middleton,MA,1949,978-750-4756,978-777-3352,"K,01,02"
Middleton: Howe-Manning,1840005,Public School,Principal,Jeffrey Bryson,26 Central Street,,Middleton,MA,1949,978-739-2800,978-774-1411,"PK,03,04,05,06"
Milford: Brookside,1850065,Public School,Principal,Eric Elmore,110 Congress Street,,Milford,MA,1757,508-478-1177,508-634-2375,"K,01,02"
Milford: Memorial,1850010,Public School,Principal,Lisa Burns,12-14 Walnut Street,,Milford,MA,1757,508-478-1689,508-634-1486,"K,01,02"
Milford: Milford High,1850505,Public School,Principal,Joshua Otlin,31 West Fountain Street,,Milford,MA,1757,508-478-1110,508-478-1460,"09,10,11,12"
Milford: Shining Star Early Childhood Center,1850075,Public School,Principal,Corrie Masterson,31 West Fountain Street,,Milford,MA,1757,508-478-1135,508-473-4195,PK
Milford: Stacy Middle,1850305,Public School,Principal,Caridad Lopez,66 School Street,,Milford,MA,1757,508-478-1180,508-634-2370,"06,07,08"
Milford: Woodland,1850090,Public School,Principal,Timothy Kearnan,10 North Vine Street,,Milford,MA,1757,508-478-1186,508-478-1695,"03,04,05"
Millbury: Elmwood Street,1860017,Public School,Principal,Andrew Hall,40 Elmwood Street,,Millbury,MA,1527,508-865-5241,508-865-0888,"PK,K,01,02,03"
Millbury: Millbury Junior/Senior High,1860505,Public School,Principal,Christopher Lowe,12 Martin Street,,Millbury,MA,1527,508-865-5841,508-865-5845,"07,08,09,10,11,12"
Millbury: Raymond E. Shaw Elementary,1860025,Public School,Principal,Andrew Tuccio,58 Elmwood Street,,Millbury,MA,1527,508-865-3541,508-865-3430,"04,05,06"
Millis: Clyde F Brown,1870005,Public School,Principal,Tanna Jango,7 Park Rd,,Millis,MA,2054,508-376-7003,508-376-7038,"PK,K,01,02,03,04,05"
Millis: Millis High School,1870505,Public School,Principal,Mark Awdycki,245 Plain Street,,Millis,MA,2054,508-376-7010,508-376-7020,"09,10,11,12"
Millis: Millis Middle,1870020,Public School,Principal,Christopher Glynn,245 Plain Street,,Millis,MA,2054,508-376-7014,508-376-7020,"06,07,08"
Milton: Charles S Pierce Middle,1890410,Public School,Principal,William Fish,451 Central Ave,,Milton,MA,2186,617-696-4568,617-698-2238,"06,07,08"
Milton: Collicot,1890005,Public School,Principal,Holly Concannon,80 Edge Hill Rd,,Milton,MA,2186,617-696-4282,617-698-3577,"K,01,02,03,04,05"
Milton: Cunningham School,1890007,Public School,Principal,Jonathan Redden,44 Edge Hill Rd,,Milton,MA,2186,617-696-4285,617-698-3473,"PK,K,01,02,03,04,05"
Milton: Glover,1890010,Public School,Principal,Karen McDavitt,255 Canton Avenue,,Milton,MA,2186,617-696-4288,617-698-2346,"K,01,02,03,04,05"
Milton: Milton High,1890505,Public School,Principal,Karen Cahill,25 Gile Road,,Milton,MA,2186,617-696-4470,617-696-6990,"PK,09,10,11,12"
Milton: Tucker,1890020,Public School,Principal,Elaine Mcneil,187 Blue Hills Pkwy,,Milton,MA,2186,617-696-4291,617-698-3374,"PK,K,01,02,03,04,05"
Minuteman Regional Vocational Technical: Minuteman Regional High,8300605,Public School,Principal,George Clement,758 Marrett Rd,,Lexington,MA,2421,781-861-6500,781-863-1747,"09,10,11,12"
Mohawk Trail: Buckland-Shelburne Regional,7170005,Public School,Principal,Hayley Gilmore,75 Mechanic Street,,Shelburne Falls,MA,1370,413-625-2521,413-625-2034,"PK,K,01,02,03,04,05,06"
Mohawk Trail: Colrain Central,7170010,Public School,Principal,Amy Looman,22 Jacksonville Rd,,Colrain,MA,1340,413-624-3451,413-624-3452,"PK,K,01,02,03,04,05,06"
Mohawk Trail: Mohawk Trail Regional School,7170505,Public School,Principal,Christopher Buckland,26 Ashfield Road,,Shelburne Falls,MA,1370,413-625-9811,413-625-6652,"07,08,09,10,11,12"
Mohawk Trail: Sanderson Academy,7170020,Public School,Principal,Emma Liebowitz,808 Cape Street,,Ashfield,MA,1330,413-628-4404,413-628-4697,"PK,K,01,02,03,04,05,06"
Monomoy Regional School District: Chatham Elementary School,7120001,Public School,Principal,Jennifer Kelly,147 Depot Road,,Chatham,MA,2633,508-945-5135,508-945-5138,"PK,K,01,02,03,04"
Monomoy Regional School District: Harwich Elementary School,7120002,Public School,Principal,Mary Oldach,263 South Street,,Harwich,MA,2645,508-430-7216,508-430-7232,"PK,K,01,02,03,04"
Monomoy Regional School District: Monomoy Regional High School,7120515,Public School,Principal,Jennifer Police,75 Oak Street,,Harwich,MA,2645,508-430-7200,508-430-7223,"08,09,10,11,12"
Monomoy Regional School District: Monomoy Regional Middle School,7120315,Public School,Principal,Adam O'shea,425 Crowell Road,,Chatham,MA,2633,508-945-5140,508-945-5110,"05,06,07"
Monson: Granite Valley School,1910030,Public School,Principal,Joseph Trivisonno,21 Thompson Street,,Monson,MA,1057,413-267-4155,413-267-4624,"01,02,03,04,05,06"
Monson: Monson High School,1910505,Public School,Principal,Matthew Sullivan,55 Margaret Street,,Monson,MA,1057,413-267-4589,413-267-4157,"07,08,09,10,11,12"
Monson: Quarry Hill Community School,1910010,Public School,Principal,Suzanne Tetrault,43 Margaret Street,,Monson,MA,1057,413-267-4160,413-267-4154,"PK,K"
Montachusett Regional Vocational Technical: Montachusett Regional Vocational Technical,8320605,Public School,Principal,Thomas Browne,1050 Westminster Street,,Fitchburg,MA,1420,978-345-9200,978-348-1176,"09,10,11,12"
Mount Greylock: Lanesborough Elementary,7150005,Public School,Principal,Nolan Pratt,188 Summer Street,,Lanesborough,MA,1237,413-443-0027,413-447-9958,"PK,K,01,02,03,04,05,06"
Mount Greylock: Mt Greylock Regional High,7150505,Public School,Principal,Jacob Schutz,1781 Cold Spring Road,,Williamstown,MA,1267,413-458-9582,413-458-9581,"07,08,09,10,11,12"
Mount Greylock: Williamstown Elementary,7150010,Public School,Principal,Cynthia Sheehy,115 Church Street,,Williamstown,MA,1267,413-458-5707,413-458-3287,"PK,K,01,02,03,04,05,06"
Mystic Valley Regional Charter (District): Mystic Valley Regional Charter School,4700105,Charter School,Principal,Alex Dan,770 Salem Street,,Malden,MA,2148,781-388-0222,781-321-5688,"K,01,02,03,04,05,06,07,08,09,10,11,12"
Nahant: Johnson,1960010,Public School,Principal,Kevin Andrews,290 Castle Road,,Nahant,MA,1908,781-581-1600,781-581-0440,"PK,K,01,02,03,04,05,06"
Nantucket: Cyrus Peirce,1970010,Public School,Principal,Michael Horton,10 Surfside Road,,Nantucket,MA,2554,508-228-7283,508-325-7597,"06,07,08"
Nantucket: Nantucket Elementary,1970005,Public School,Principal,Kimberly Kubisch,30 Surfside Road,,Nantucket,MA,2554,508-228-7290,508-325-5342,"PK,K,01,02"
Nantucket: Nantucket High,1970505,Public School,Principal,Mandy Vasil,10 Surfside Road,,Nantucket,MA,2554,508-228-7280,508-825-7518,"09,10,11,12"
Nantucket: Nantucket Intermediate School,1970020,Public School,Principal,Evemarie McNeil,30 Surfside Road,,Nantucket,MA,2554,508-228-7285,508-825-2062,"03,04,05"
Narragansett: Narragansett Middle,7200305,Public School,Principal,Mary Lafreniere,460 Baldwinville Rd,,Baldwinville,MA,1436,978-939-5928,978-939-8422,"05,06,07"
Narragansett: Narragansett Regional High,7200505,Public School,Principal,Colby Young,464 Baldwinville Rd,,Baldwinville,MA,1436,978-939-5388,978-939-5723,"08,09,10,11,12"
Narragansett: Templeton Elementary School,7200020,Public School,Principal,Emily Soltysik,17 South Rd.,,Templeton,MA,1468,978-939-8892,--,"PK,K,01,02,03,04"
Nashoba: Center School,7250020,Public School,Principal,Ross Mulkerin,403 Great Rd,,Stow,MA,1775,978-897-0290,978-897-5739,"PK,K,01,02,03,04,05"
Nashoba: Florence Sawyer School,7250025,Public School,Principal,Joel Bates,100 Mechanic Street,,Bolton,MA,1740,978-779-2821,978-779-0121,"PK,K,01,02,03,04,05,06,07,08"
Nashoba: Hale,7250310,Public School,Principal,Kyle Grady,55 Hartley Road,,Stow,MA,1775,978-897-4788,978-897-3631,"06,07,08"
Nashoba: Luther Burbank Middle School,7250305,Public School,Principal,Laura Jackson Friend,1 Hollywood Drive,,Lancaster,MA,1523,978-365-4558,978-365-6882,"06,07,08"
Nashoba: Mary Rowlandson Elementary,7250010,Public School,Principal,Sean O'Shea,103 Hollywood Drive,,Lancaster,MA,1523,978-368-8482,978-368-8730,"PK,K,01,02,03,04,05"
Nashoba: Nashoba Regional,7250505,Public School,Principal,Kathleen Boynton,12 Green Road,,Bolton,MA,1740,978-779-2257,978-779-2720,"09,10,11,12"
Nashoba Valley Regional Vocational Technical: Nashoba Valley Technical High School,8520605,Public School,Principal,Jeremy Slotnick,100 Littleton Road,,Westford,MA,1886,978-692-4711,978-392-0570,"09,10,11,12"
Natick: Bennett-Hemenway,1980005,Public School,Principal,Karen Ghilani,22 East Evergreen Rd,,Natick,MA,1760,508-647-6580,508-652-9951,"K,01,02,03,04"
Natick: Brown,1980010,Public School,Principal,Aidan Mccann,1 Jean Burke Drive,,Natick,MA,1760,508-647-6660,508-647-6668,"K,01,02,03,04"
Natick: J F Kennedy Middle School,1980305,Public School,Principal,Jodie Goldberg,165 Mill Street,,Natick,MA,1760,508-647-6650,508-647-6658,"05,06,07,08"
Natick: Johnson,1980031,Public School,Principal,Jordan Hoffman,99 South Main Street,,Natick,MA,1760,508-647-6680,508-647-6688,"K,01,02,03,04"
Natick: Lilja Elementary,1980035,Public School,Principal,Stefani Wasik,41 Bacon Street,,Natick,MA,1760,508-647-6570,508-647-6572,"K,01,02,03,04"
Natick: Memorial,1980043,Public School,Principal,Robin Welch,107 Eliot Street,,Natick,MA,1760,508-647-6590,508-647-6598,"K,01,02,03,04"
Natick: Natick High,1980505,Public School,Principal,Brian Harrigan,15 West Street,,Natick,MA,1760,508-647-6600,508-651-7372,"PK,09,10,11,12"
Natick: Wilson Middle,1980310,Public School,Principal,Teresa Carney,22 Rutledge Rd,,Natick,MA,1760,508-647-6670,508-647-6678,"05,06,07,08"
Nauset: Nauset Regional High,6600505,Public School,Principal,Christopher Ellsasser,100 Cable Rd,P.O. Box 1887,North Eastham,MA,2651,508-255-1505,508-255-9701,"09,10,11,12"
Nauset: Nauset Regional Middle,6600305,Public School,Principal,Keith Kenyon,70 Route 28,,Orleans,MA,2653,508-255-0016,508-240-1105,"06,07,08"
Needham: Broadmeadow,1990005,Public School,Principal,Andrew Garlick,120 Broadmeadow Rd,,Needham,MA,2492,781-455-0448,781-455-0851,"K,01,02,03,04,05"
Needham: High Rock School,1990410,Public School,Principal,Jessica Downey,77 Ferndale Road,,Needham,MA,2492,781-455-0400,--,6
Needham: John Eliot,1990020,Public School,Principal,Karen Bourn,135 Wellesley Avenue,,Needham,MA,2494,781-455-0452,781-455-0852,"K,01,02,03,04,05"
Needham: Needham High,1990505,Public School,Principal,Aaron Sicotte,609 Webster Street,,Needham,MA,2494,781-455-0800,781-449-5111,"09,10,11,12"
Needham: Newman Elementary,1990050,Public School,Principal,Jessica Peterson,1155 Central Avenue,,Needham,MA,2492,781-455-0416,781-453-2523,"PK,K,01,02,03,04,05"
Needham: Pollard Middle,1990405,Public School,Principal,Tamatha Bibbo,200 Harris Avenue,,Needham,MA,2492,781-455-0480,781-455-0413,"07,08"
Needham: Sunita L. Williams Elementary,1990035,Public School,Principal,Michael Kascak,585 Central Avenue,,Needham,MA,2494,781-455-0461,781-455-0857,"K,01,02,03,04,05"
Needham: William Mitchell,1990040,Public School,Principal,Gregory Bayse,187 Brookline Street,,Needham,MA,2492,781-455-0466,781-455-0871,"K,01,02,03,04,05"
Neighborhood House Charter (District): Neighborhood House Charter School,4440205,Charter School,Principal,Kate Scott,21 Queen Street,,Dorchester,MA,2122,617-825-0703,617-825-1829,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12"
New Bedford: Abraham Lincoln,2010095,Public School,Principal,Lina DeJesus,445 Ashley Blvd,,New Bedford,MA,2745,508-997-4511,508-995-7933,"K,01,02,03,04,05"
New Bedford: Alfred J Gomes,2010063,Public School,Principal,Ellyn Gallant,286 S Second Street,,New Bedford,MA,2740,508-997-4511,508-990-1840,"K,01,02,03,04,05"
New Bedford: Betsey B Winslow,2010140,Public School,Principal,Carolyn Pontes,561 Allen Street,,New Bedford,MA,2740,508-997-4511,508-999-0489,"K,01,02,03,04,05"
New Bedford: Carlos Pacheco,2010105,Public School,Principal,Nicole Brine,261 Mt Pleasant Stre,,New Bedford,MA,2746,508-997-4511,508-994-7241,"PK,K,01,02,03,04,05"
New Bedford: Casimir Pulaski,2010123,Public School,Principal,Melissa Rego,1097 Braley Rd,,New Bedford,MA,2745,508-997-4511,--,"PK,K,01,02,03,04,05"
New Bedford: Charles S Ashley,2010010,Public School,Principal,Christine Pugliese,122 Rochambeau Street,,New Bedford,MA,2745,508-997-4511,508-995-9707,"K,01,02,03,04,05"
New Bedford: Elizabeth Carter Brooks,2010015,Public School,Principal,Jennifer Medeiros,212 Nemasket Street,,New Bedford,MA,2740,508-997-4511,508-991-3659,"K,01,02,03,04,05"
New Bedford: Ellen R Hathaway,2010075,Public School,Principal,Alexander Pella,256 Court Street,,New Bedford,MA,2740,508-997-4511,--,"PK,K,01,02,03,04,05"
New Bedford: Elwyn G Campbell,2010020,Public School,Principal,Lisa Wheelden,145 Essex Street,,New Bedford,MA,2745,508-997-4511,508-991-7483,"PK,K,01,02,03,04,05"
New Bedford: Hayden/McFadden,2010078,Public School,Principal,Tammy Morgan,361 Cedar Grove,,New Bedford,MA,2746,508-997-4511,508-994-0163,"PK,K,01,02,03,04,05"
New Bedford: Irwin M. Jacobs Elementary School,2010070,Public School,Principal,Timothy Mclaughlin,47 Emery Street,,New Bedford,MA,2744,508-997-4511,508-984-5660,"PK,K,01,02,03,04,05"
New Bedford: James B Congdon,2010040,Public School,Principal,Justine Santos,50 Hemlock Street,,New Bedford,MA,2740,508-997-4511,508-999-3956,"K,01,02,03,04,05"
New Bedford: Jireh Swift,2010130,Public School,Principal,Tonya Vitorino,2203 Acushnet Avenue,,New Bedford,MA,2745,508-997-4511,508-998-0887,"PK,K,01,02,03,04,05"
New Bedford: John Avery Parker,2010115,Public School,Principal,Amy Bousquet,705 County Street,,New Bedford,MA,2740,508-997-4511,508-994-4063,"PK,K,01,02,03,04,05"
New Bedford: John B Devalles,2010050,Public School,Principal,Tara Montembault,120 Katherine Street,,New Bedford,MA,2744,508-997-4511,508-999-4034,"K,01,02,03,04,05"
New Bedford: Keith Middle School,2010405,Public School,Principal,David Mather,225 Hathaway Blvd,,New Bedford,MA,2740,508-997-4511,508-996-2040,"06,07,08"
New Bedford: New Bedford High,2010505,Public School,Principal,Bernadette Coelho,230 Hathaway Blvd,,New Bedford,MA,2740,508-997-4511,508-984-0762,"09,10,11,12"
New Bedford: Normandin Middle School,2010410,Public School,Principal,Sean Mcniff,81 FELTON ST,,New Bedford,MA,2745,508-985-4300,508-995-6975,"06,07,08"
New Bedford: Renaissance Community Innovation School,2010124,Public School,Principal,Daniel Somes,286 South Second Street,,New Bedford,MA,2740,508-997-4511,--,"PK,K,01,02,03,04,05"
New Bedford: Roosevelt Middle School,2010415,Public School,Principal,Daniel Bossolt,119 Frederick Street,,New Bedford,MA,2744,508-997-4511,508-997-1198,"06,07,08"
New Bedford: Sgt Wm H Carney Academy,2010045,Public School,Principal,Maria Reidy,247 Elm Street,,New Bedford,MA,2740,508-997-4511,508-990-2879,"PK,K,01,02,03,04,05"
New Bedford: Thomas R Rodman,2010125,Public School,Principal,Kim Marshall,497 Mill Street,,New Bedford,MA,2740,508-997-4511,508-997-1567,"K,01,02,03,04,05"
New Bedford: Trinity Day Academy,2010510,Public School,Principal,Christopher Oliva,181 Hillman Street,,New Bedford,MA,2740,508-997-4511,508-991-7483,"04,05,06,07,08,09,10,11,12"
New Bedford: Whaling City Junior/Senior High School,2010515,Public School,Principal,John Tweedie,455 County Street,,New Bedford,MA,2740,508-997-4511,508-991-7483,"07,08,09,10,11,12"
New Bedford: William H Taylor,2010135,Public School,Principal,Rafaela Spence,71 Portland Street,,New Bedford,MA,2744,508-997-4511,508-991-7483,"PK,K,01,02,03,04,05"
New Heights Charter School of Brockton (District): New Heights Charter School of Brockton,35130305,Charter School,Principal,Sophia Stephney,1690 Main Street,,Brockton,MA,2301,508-857-4633,508-857-5721,"06,07,08,09,10,11,12"
New Salem-Wendell: Swift River,7280015,Public School,Principal,Kelley Sullivan,201 Wendell Rd,,New Salem,MA,1355,978-544-6926,978-544-2253,"PK,K,01,02,03,04,05,06"
Newburyport: Edward G. Molin Elementary School,2040030,Public School,Principal,Tara Rossi,70 Low Street,,Newburyport,MA,1950,978-463-8212,978-463-3280,"04,05"
Newburyport: Francis T Bresnahan Elementary,2040005,Public School,Principal,JAMIE SOKOLOWSKI,333 High Street,,Newburyport,MA,1950,978-465-4431,978-465-2112,"PK,K,01,02,03"
Newburyport: Newburyport High,2040505,Public School,Principal,Andrew Wulf,241 High Street,,Newburyport,MA,1950,978-465-4440,978-465-4439,"09,10,11,12"
Newburyport: Rupert A Nock Middle,2040305,Public School,Principal,Nicholas Markos,70 Low Street,,Newburyport,MA,1950,978-465-4447,978-465-4074,"06,07,08"
Newton: A E Angier,2070005,Public School,Principal,Orla Higgins averill,1697 Beacon Street,,Waban,MA,2468,617-559-9300,617-244-4161,"K,01,02,03,04,05"
Newton: Bigelow Middle,2070305,Public School,Principal,Chassity Coston,42 Vernon St,,Newton,MA,2458,617-559-6800,617-552-7752,"06,07,08"
Newton: Bowen,2070015,Public School,Principal,Diana Guzzi,280 Cypress Street,,Newton Centre,MA,2459,617-559-9330,617-552-7363,"K,01,02,03,04,05"
Newton: C C Burr,2070020,Public School,Principal,Harminder Johal,171 Pine Street,,Auburndale,MA,2466,617-559-9360,617-552-5562,"K,01,02,03,04,05"
Newton: Cabot,2070025,Public School,Principal,Eric Sprung,229 Cabot Street,,Newtonville,MA,2460,617-559-9400,617-552-5584,"K,01,02,03,04,05"
Newton: Charles E Brown Middle,2070310,Public School,Principal,Kimberly Lysaght,125 Meadowbrook Rd,,Newton Centre,MA,2459,617-559-6900,617-552-5541,"06,07,08"
Newton: Countryside,2070040,Public School,Principal,Elizabeth Herlihy,191 Dedham Street,,Newton Highlands,MA,2461,617-559-9450,617-552-5583,"K,01,02,03,04,05"
Newton: F A Day Middle,2070315,Public School,Principal,Jacqueline Mann,21 Minot Place,,Newtonville,MA,2460,617-559-9100,617-559-9103,"06,07,08"
Newton: Franklin,2070055,Public School,Principal,Auburn Chitty,125 Derby Street,,West Newton,MA,2465,617-559-9500,617-552-5521,"K,01,02,03,04,05"
Newton: Horace Mann,2070075,Public School,Principal,Mark Nardelli,225 Nevada Street,,Newtonville,MA,2460,617-559-9510,617-559-2004,"K,01,02,03,04,05"
Newton: John Ward,2070120,Public School,Principal,Rebecca Brogadir,10 Dolphin Rd,,Newton Centre,MA,2459,617-559-6450,617-552-5563,"K,01,02,03,04,05"
Newton: Lincoln-Eliot,2070070,Public School,Principal,Danielle Morrissey,191 Pearl Street,,Newton,MA,2458,617-559-9540,617-552-5558,"K,01,02,03,04,05"
Newton: Mason-Rice,2070080,Public School,Principal,Jacob Bultema,149 Pleasant Street,,Newton Centre,MA,2459,617-559-9570,617-552-7315,"K,01,02,03,04,05"
Newton: Memorial Spaulding,2070105,Public School,Principal,Thomas Morris,250 Brookline Street,,Newton Centre,MA,2459,617-559-9600,617-552-7944,"K,01,02,03,04,05"
Newton: Newton Early Childhood Program,2070108,Public School,Principal,Kathleen Browning,150 Jackson Road,,Newton,MA,2458,617-559-6050,617-559-6001,PK
Newton: Newton North High,2070505,Public School,Principal,Henry Turner,457 Walnut Street,,Newtonville,MA,2460,617-559-6200,617-559-6204,"09,10,11,12"
Newton: Newton South High,2070510,Public School,Principal,Tamara Stras,140 Brandeis Road,,Newton Centre,MA,2459,617-559-6700,617-559-6701,"09,10,11,12"
