AUN,LEAInstName,PreK_Half,LEACategory,LEAIUNumber,LEAIU,LEACountyName,LEAStatus,LEAStatusEffectiveDate,LEAWebAddress,LEAPublicEmailAddress,LEAMailingAddressLine1,LEAMailingAddressLine2,LEAMailingCity,LEAMailingState,LEAMailingZipCode,LEAMailingZipCodeExtn,LEALocationAddressLine1,LEALocationAddressLine2,LEALocationCity,LEALocationState,LEALocationZipCode,LEALocationZipCodeExtn,LEAPhoneNumber,LEAPhoneNumberExtn,LEAAdminTitle,LEAAdminSalutation,LEAAdminFirstName,LEAAdminMiddleInitial,LEAAdminLastName,LEAAdminSuffix,LEAAdminPhone,LEAAdminPhoneExtn,SchoolInstCtgyDesc,SchoolAUNNum,SchoolBranchNum,SchoolName,GradeYear,GradeList,GradeCtgy,K4_Half,K4_Full,K5_Half,K5_Full,Grade_1,Grade_2,Grade_3,Grade_4,Grade_5,Grade_6,Elementary_Ungraded,Grade_7,Grade_8,Grade_9,Grade_10,Grade_11,Grade_12,Secondary_Ungraded,SchoolCountyName,SchoolStatus,SchoolStatusEffDate,SchoolWebAddress,SchoolPublicEmailAddress,SchoolPhone,SchoolPhoneExtn,SchoolMailingAddressLine1,SchoolMailingAddressLine2,SchoolMailingCity,SchoolMailingState,SchoolMailingZipCode,SchoolMailingZipCodeExtn,SchoolLocationAddressLine1,SchoolLocationAddressLine2,SchoolLocationCity,SchoolLocationState,SchoolLocationZipCode,SchoolLocationZipCodeExtn,SchoolAdminTitle,SchoolAdminSalutation,SchoolAdminFirstName,SchoolAdminMiddleInitial,SchoolAdminLastName,SchoolAdminSuffix,CyberSchoolInd
123467303,Spring-Ford Area SD,0,School District,23,Montgomery County IU 23,Montgomery,Open,06/08/1999,http://www.spring-ford.net,,857 South Lewis Road,,Royersford,PA,19468,2711,857 South Lewis Road,,Royersford,PA,19468,2711,(610)705-6000,,Superintendent,Mr,Robert,W,Rizzo,,(610)705-6000,,Regular School,123467303,7458,Spring City El Sch,2021-2022,"K5H,1-4",ELEMENTARY,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Montgomery,Open,07/07/1999,,,(610)705-6004,,190 Wall Street,,Spring City,PA,19475,1634,190 Wall Street,,Spring City,PA,19475,1634,Principal,Dr,Melissa,,Patschke,,
123467303,Spring-Ford Area SD,0,School District,23,Montgomery County IU 23,Montgomery,Open,06/08/1999,http://www.spring-ford.net,,857 South Lewis Road,,Royersford,PA,19468,2711,857 South Lewis Road,,Royersford,PA,19468,2711,(610)705-6000,,Superintendent,Mr,Robert,W,Rizzo,,(610)705-6000,,Regular School,123467303,7763,Upper Providence El Sch,2021-2022,K5H-4,ELEMENTARY,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Montgomery,Open,07/10/2003,,,(610)705-6009,,833 South Lewis Rd Bldg 3,,Royersford,PA,19468,,833 South Lewis Rd Bldg 3,,Royersford,PA,19468,,Principal,Dr,Melissa,,Patschke,,
123467303,Spring-Ford Area SD,0,School District,23,Montgomery County IU 23,Montgomery,Open,06/08/1999,http://www.spring-ford.net,,857 South Lewis Road,,Royersford,PA,19468,2711,857 South Lewis Road,,Royersford,PA,19468,2711,(610)705-6000,,Superintendent,Mr,Robert,W,Rizzo,,(610)705-6000,,Regular School,123467303,7817,Spring-Ford MS 7th Grade Ctr,2021-2022,7,SECONDARY,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Montgomery,Open,08/02/2004,,,(610)705-6010,,833 South Lewis Road,Building 2,Royersford,PA,19468,2499,833 South Lewis Road,Building 2,Royersford,PA,19468,2499,Principal,Mrs,Heather,,Nuneviller,,
123467303,Spring-Ford Area SD,0,School District,23,Montgomery County IU 23,Montgomery,Open,06/08/1999,http://www.spring-ford.net,,857 South Lewis Road,,Royersford,PA,19468,2711,857 South Lewis Road,,Royersford,PA,19468,2711,(610)705-6000,,Superintendent,Mr,Robert,W,Rizzo,,(610)705-6000,,Regular School,123467303,7818,Spring-Ford MS 8th Grade Ctr,2021-2022,8,SECONDARY,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Montgomery,Open,08/02/2004,,,(610)705-6002,,700 Washington Street,,Royersford,PA,19468,2499,700 Washington Street,,Royersford,PA,19468,2499,Principal,Dr,Michael,,Siggins,,
123467303,Spring-Ford Area SD,0,School District,23,Montgomery County IU 23,Montgomery,Open,06/08/1999,http://www.spring-ford.net,,857 South Lewis Road,,Royersford,PA,19468,2711,857 South Lewis Road,,Royersford,PA,19468,2711,(610)705-6000,,Superintendent,Mr,Robert,W,Rizzo,,(610)705-6000,,Regular School,123467303,7940,Evans El Sch,2021-2022,K4H-4,ELEMENTARY,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Montgomery,Open,07/01/2007,,,(610)705-6012,,125 Sunset Rd,,Limerick,PA,19468,,125 Sunset Rd,,Limerick,PA,19468,,Principal,Mrs,Jacqueline,,Clarke-Havrilla,,
125238502,Springfield SD,0,School District,25,Delaware County IU 25,Delaware,Open,06/08/1999,http://www.ssdcougars.org,,200 S Rolling Road,,Springfield,PA,19064,2396,200 S Rolling Road,,Springfield,PA,19064,2396,(610)938-6000,,Superintendent,Dr,Anthony,,Barber,,(610)938-6050,,Regular School,125238502,1949,Richardson MS,2021-2022,"6,7-8",ELEMENTARY/SECONDARY,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,Delaware,Open,07/13/1998,https://www.ssdcougars.org/schools/et-richardson-middle-school,,(610)938-6300,,20 W Woodland Ave,,Springfield,PA,19064,2197,20 W Woodland Ave,,Springfield,PA,19064,2197,Principal,Ms,Monica,M,Conlin,,
125238502,Springfield SD,0,School District,25,Delaware County IU 25,Delaware,Open,06/08/1999,http://www.ssdcougars.org,,200 S Rolling Road,,Springfield,PA,19064,2396,200 S Rolling Road,,Springfield,PA,19064,2396,(610)938-6000,,Superintendent,Dr,Anthony,,Barber,,(610)938-6050,,Regular School,125238502,1950,Springfield HS,2021-2022,9-12,SECONDARY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,Delaware,Open,08/02/1999,https://www.ssdcougars.org/schools/springfield-high-school,,(610)938-6100,,200 S Rolling Road,,Springfield,PA,19064,2396,200 S Rolling Road,,Springfield,PA,19064,2396,Principal,Dr,Daniel,,Tracy,,
125238502,Springfield SD,0,School District,25,Delaware County IU 25,Delaware,Open,06/08/1999,http://www.ssdcougars.org,,200 S Rolling Road,,Springfield,PA,19064,2396,200 S Rolling Road,,Springfield,PA,19064,2396,(610)938-6000,,Superintendent,Dr,Anthony,,Barber,,(610)938-6050,,Regular School,125238502,6518,Sabold El Sch,2021-2022,2-5,ELEMENTARY,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,Delaware,Open,05/21/1993,https://www.ssdcougars.org/schools/sabold-elementary-school,,(610)938-6500,,468 E Thomson Ave,,Springfield,PA,19064,2834,468 E Thomson Ave,,Springfield,PA,19064,2834,Principal,Dr,Peter,,Brigg,,
125238502,Springfield SD,0,School District,25,Delaware County IU 25,Delaware,Open,06/08/1999,http://www.ssdcougars.org,,200 S Rolling Road,,Springfield,PA,19064,2396,200 S Rolling Road,,Springfield,PA,19064,2396,(610)938-6000,,Superintendent,Dr,Anthony,,Barber,,(610)938-6050,,Regular School,125238502,6519,Scenic Hills El Sch,2021-2022,2-5,ELEMENTARY,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,Delaware,Open,08/22/1990,https://www.ssdcougars.org/schools/scenic-hills-elementary-school,,(610)938-6600,,235 Hillview Dr,,Springfield,PA,19064,1950,235 Hillview Dr,,Springfield,PA,19064,1950,Principal,Dr,Madeleine,,Powers O'Dowd,,
125238502,Springfield SD,0,School District,25,Delaware County IU 25,Delaware,Open,06/08/1999,http://www.ssdcougars.org,,200 S Rolling Road,,Springfield,PA,19064,2396,200 S Rolling Road,,Springfield,PA,19064,2396,(610)938-6000,,Superintendent,Dr,Anthony,,Barber,,(610)938-6050,,Regular School,125238502,8134,Springfield Literacy Center,2021-2022,"K5H,1",ELEMENTARY,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Delaware,Open,07/01/2010,https://www.ssdcougars.org/schools/springfield-literacy-center,,(610)690-3100,,210 W Woodland Ave,,Springfield,PA,19064,    ,210 W Woodland Ave,,Springfield,PA,19064,    ,Principal,Ms,Susan,,Trella,,
123467203,Springfield Township SD,0,School District,23,Montgomery County IU 23,Montgomery,Open,06/08/1999,http://www.sdst.org,,1901 E Paper Mill Rd,,Oreland,PA,19075,2499,1901 E Paper Mill Rd,,Oreland,PA,19075,2499,(215)233-6000,,Superintendent,Dr,MaryJo,,Yannacone,,(215)233-6000,,Regular School,123467203,3368,Springfield Twp El Sch-Enfield,2021-2022,K5F-2,ELEMENTARY,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Montgomery,Open,07/06/2000,,,(215)233-6000,4000,300 Montgomery Ave,,Erdenheim,PA,19038,,300 Montgomery Ave,,Erdenheim,PA,19038,,Principal,Mrs,Catherine,,Van Vooren,,
123467203,Springfield Township SD,0,School District,23,Montgomery County IU 23,Montgomery,Open,06/08/1999,http://www.sdst.org,,1901 E Paper Mill Rd,,Oreland,PA,19075,2499,1901 E Paper Mill Rd,,Oreland,PA,19075,2499,(215)233-6000,,Superintendent,Dr,MaryJo,,Yannacone,,(215)233-6000,,Regular School,123467203,3370,Springfield Twp El Sch-Erdenhm,2021-2022,3-5,ELEMENTARY,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Montgomery,Open,07/06/2000,,,(215)233-6000,5000,500 Haws Ln,,Flourtown,PA,19031,2198,500 Haws Ln,,Flourtown,PA,19031,2198,Principal,Mr,Andre',D,McLaurin,,
123467203,Springfield Township SD,0,School District,23,Montgomery County IU 23,Montgomery,Open,06/08/1999,http://www.sdst.org,,1901 E Paper Mill Rd,,Oreland,PA,19075,2499,1901 E Paper Mill Rd,,Oreland,PA,19075,2499,(215)233-6000,,Superintendent,Dr,MaryJo,,Yannacone,,(215)233-6000,,Regular School,123467203,3375,Springfield Twp MS,2021-2022,"6,7-8",ELEMENTARY/SECONDARY,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,Montgomery,Open,07/06/2000,,,(215)233-6000,3000,1901A E Paper Mill Rd,,Oreland,PA,19075,2498,1901A E Paper Mill Rd,,Oreland,PA,19075,2498,Principal,Mr,Zachary,,Fuller,,
123467203,Springfield Township SD,0,School District,23,Montgomery County IU 23,Montgomery,Open,06/08/1999,http://www.sdst.org,,1901 E Paper Mill Rd,,Oreland,PA,19075,2499,1901 E Paper Mill Rd,,Oreland,PA,19075,2499,(215)233-6000,,Superintendent,Dr,MaryJo,,Yannacone,,(215)233-6000,,Regular School,123467203,3376,Springfield Twp HS,2021-2022,9-12,SECONDARY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,Montgomery,Open,07/06/2000,,,(215)233-6000,2000,1801 E Paper Mill Rd,,Erdenheim,PA,19038,7099,1801 E Paper Mill Rd,,Erdenheim,PA,19038,7099,Principal,Dr,Charles,,Rittenhouse,,
110148002,State College Area SD,0,School District,10,Central IU 10,Centre,Open,06/08/1999,http://www.scasd.org,,240 Villa Crest Dr,,State College,PA,16801,4812,240 Villa Crest Dr,,State College,PA,16801,4812,(814)231-1016,,Superintendent,Dr,Robert,J,O'Donnell,,(814)231-1016,,Regular School,110148002,1350,Ferguson Twp El Sch,2021-2022,K5H-5,ELEMENTARY,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Centre,Open,07/20/1995,https://www.scasd.org/Domain/255,,(814)231-4119,,215 West Pine Grove Rd,PO Box 237,Pine Grove Mills,PA,16868,0237,215 West Pine Grove Rd,PO Box 237,Pine Grove Mills,PA,16868,0237,Principal,Ms,Shelly,,Buckholtz,,
110148002,State College Area SD,0,School District,10,Central IU 10,Centre,Open,06/08/1999,http://www.scasd.org,,240 Villa Crest Dr,,State College,PA,16801,4812,240 Villa Crest Dr,,State College,PA,16801,4812,(814)231-1016,,Superintendent,Dr,Robert,J,O'Donnell,,(814)231-1016,,Regular School,110148002,1354,Corl Street El Sch,2021-2022,K5H-5,ELEMENTARY,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Centre,Open,07/23/1999,https://www.scasd.org/Domain/139,,(814)231-1185,,235 Corl St,,State College,PA,16801,4143,235 Corl St,,State College,PA,16801,4143,Principal,Dr,Kelly,,Mark,,
110148002,State College Area SD,0,School District,10,Central IU 10,Centre,Open,06/08/1999,http://www.scasd.org,,240 Villa Crest Dr,,State College,PA,16801,4812,240 Villa Crest Dr,,State College,PA,16801,4812,(814)231-1016,,Superintendent,Dr,Robert,J,O'Donnell,,(814)231-1016,,Regular School,110148002,1356,Easterly Parkway El Sch,2021-2022,K5H-5,ELEMENTARY,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Centre,Open,07/06/1998,https://www.scasd.org/Domain/198,,(814)231-1170,,234 Easterly Pkwy,,State College,PA,16801,6302,234 Easterly Pkwy,,State College,PA,16801,6302,Principal,Ms,Danielle,,Yoder,,
110148002,State College Area SD,0,School District,10,Central IU 10,Centre,Open,06/08/1999,http://www.scasd.org,,240 Villa Crest Dr,,State College,PA,16801,4812,240 Villa Crest Dr,,State College,PA,16801,4812,(814)231-1016,,Superintendent,Dr,Robert,J,O'Donnell,,(814)231-1016,,Regular School,110148002,1357,Spring Creek El Sch,2021-2022,K5H-5,ELEMENTARY,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Centre,Open,07/02/1997,https://www.scasd.org/Domain/383,,(814)231-5026,,217 Scholl St,,State College,PA,16801,,217 Scholl St,,State College,PA,16801,,Principal,Dr,Todd,,Dishong,,
110148002,State College Area SD,0,School District,10,Central IU 10,Centre,Open,06/08/1999,http://www.scasd.org,,240 Villa Crest Dr,,State College,PA,16801,4812,240 Villa Crest Dr,,State College,PA,16801,4812,(814)231-1016,,Superintendent,Dr,Robert,J,O'Donnell,,(814)231-1016,,Regular School,110148002,1358,Mount Nittany El Sch,2021-2022,K5H-5,ELEMENTARY,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Centre,Open,07/23/1993,https://www.scasd.org/Domain/477,,(814)272-5970,,700 Brandywine Drive,,State College,PA,16801,7951,700 Brandywine Drive,,State College,PA,16801,7951,Principal,Mr,Mark,,Feldman,,
110148002,State College Area SD,0,School District,10,Central IU 10,Centre,Open,06/08/1999,http://www.scasd.org,,240 Villa Crest Dr,,State College,PA,16801,4812,240 Villa Crest Dr,,State College,PA,16801,4812,(814)231-1016,,Superintendent,Dr,Robert,J,O'Donnell,,(814)231-1016,,Regular School,110148002,1359,Radio Park El Sch,2021-2022,K5H-5,ELEMENTARY,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Centre,Open,07/02/1997,https://www.scasd.org/Domain/620,,(814)231-4115,,800 W Cherry Ln,,State College,PA,16803,2947,800 W Cherry Ln,,State College,PA,16803,2947,Principal,Mr,Zachary,,Wynkoop,,
110148002,State College Area SD,0,School District,10,Central IU 10,Centre,Open,06/08/1999,http://www.scasd.org,,240 Villa Crest Dr,,State College,PA,16801,4812,240 Villa Crest Dr,,State College,PA,16801,4812,(814)231-1016,,Superintendent,Dr,Robert,J,O'Donnell,,(814)231-1016,,Regular School,110148002,1364,State College Area HS,2021-2022,8-12,SECONDARY,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,Centre,Open,07/11/2000,https://www.scasd.org/Domain/986,,(814)231-1111,,650 Westerly Pkwy,,State College,PA,16801,4225,650 Westerly Pkwy,,State College,PA,16801,4225,Principal,Mrs,Laura,,Tobis,,
110148002,State College Area SD,0,School District,10,Central IU 10,Centre,Open,06/08/1999,http://www.scasd.org,,240 Villa Crest Dr,,State College,PA,16801,4812,240 Villa Crest Dr,,State College,PA,16801,4812,(814)231-1016,,Superintendent,Dr,Robert,J,O'Donnell,,(814)231-1016,,Regular School,110148002,6233,Park Forest El Sch,2021-2022,K5H-5,ELEMENTARY,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Centre,Open,03/03/1993,https://www.scasd.org/Domain/534,,(814)231-5010,,2181 School Dr,,State College,PA,16803,1131,2181 School Dr,,State College,PA,16803,1131,Principal,Mr,Thomas,,Weed,,
110148002,State College Area SD,0,School District,10,Central IU 10,Centre,Open,06/08/1999,http://www.scasd.org,,240 Villa Crest Dr,,State College,PA,16801,4812,240 Villa Crest Dr,,State College,PA,16801,4812,(814)231-1016,,Superintendent,Dr,Robert,J,O'Donnell,,(814)231-1016,,Regular School,110148002,6234,Park Forest MS,2021-2022,"6,7-8",ELEMENTARY/SECONDARY,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,Centre,Open,08/14/1995,https://www.scasd.org/Domain/831,,(814)272-8217,,2180 School Dr,,State College,PA,16803,1130,2180 School Dr,,State College,PA,16803,1130,Principal,Dr,Karen,,Wiser,,
110148002,State College Area SD,0,School District,10,Central IU 10,Centre,Open,06/08/1999,http://www.scasd.org,,240 Villa Crest Dr,,State College,PA,16801,4812,240 Villa Crest Dr,,State College,PA,16801,4812,(814)231-1016,,Superintendent,Dr,Robert,J,O'Donnell,,(814)231-1016,,Regular School,110148002,7426,Mount Nittany MS,2021-2022,"6,7-8",ELEMENTARY/SECONDARY,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,Centre,Open,04/18/1997,https://www.scasd.org/Domain/704,,(814)466-5133,,656 Brandywine Dr,,State College,PA,16801,7985,656 Brandywine Dr,,State College,PA,16801,7985,Principal,Mr,Brian,,Ishler,,
110148002,State College Area SD,0,School District,10,Central IU 10,Centre,Open,06/08/1999,http://www.scasd.org,,240 Villa Crest Dr,,State College,PA,16801,4812,240 Villa Crest Dr,,State College,PA,16801,4812,(814)231-1016,,Superintendent,Dr,Robert,J,O'Donnell,,(814)231-1016,,Regular School,110148002,7735,Gray's Woods El Sch,2021-2022,K5H-5,ELEMENTARY,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Centre,Open,07/09/2002,https://www.scasd.org/Domain/322,,(814)235-6100,,160 Brackenbourne Drive,,Port Matilda,PA,16870,7222,160 Brackenbourne Drive,,Port Matilda,PA,16870,7222,Principal,Dr,Kristen,,Dewitt,,
103028807,Steel Center for Career and Technical Education,0,Career and Technical Center,3,Allegheny IU 3,Allegheny,Open,07/06/1990,http://www.steelcentertech.com,,565 N. Lewis Run Road,,Jefferson Hills,PA,15025,3711,565 N. Lewis Run Road,,Jefferson Hills,PA,15025,3711,(412)469-3200,,Director Vocational Education,Mr,Kevin,E,Rice,,(412)469-3200,6741,Occupational CTC,103028807,6113,Steel Center for Career and Technical Education,2021-2022,9-12,SECONDARY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,Allegheny,Open,12/09/1999,http://www.steelcentertech.com,,(412)469-3200,,565 N. Lewis Run Road,,Jefferson Hills,PA,15025,3711,565 N. Lewis Run Road,,Jefferson Hills,PA,15025,3711,Director Vocational Education,Mr,Kevin,E,Rice,,
103028833,Steel Valley SD,0,School District,3,Allegheny IU 3,Allegheny,Open,06/08/1999,http://www.Steelvalleysd.org,,220 E Oliver Rd,,Munhall,PA,15120,2759,220 E Oliver Rd,,Munhall,PA,15120,2759,(412)464-3600,,Superintendent,Mr,Edward,,Wehrer,,(412)464-3600,1505,Regular School,103028833,0193,Barrett El Sch,2021-2022,K5F-4,ELEMENTARY,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Allegheny,Open,08/10/2000,,,(412)464-3600,,221 E 12th Ave,,Homestead,PA,15120,1634,221 E 12th Ave,,Homestead,PA,15120,1634,Principal,Mr,Kevin,,Walsh,,
103028833,Steel Valley SD,0,School District,3,Allegheny IU 3,Allegheny,Open,06/08/1999,http://www.Steelvalleysd.org,,220 E Oliver Rd,,Munhall,PA,15120,2759,220 E Oliver Rd,,Munhall,PA,15120,2759,(412)464-3600,,Superintendent,Mr,Edward,,Wehrer,,(412)464-3600,1505,Regular School,103028833,0196,Steel Valley SHS,2021-2022,9-12,SECONDARY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,Allegheny,Open,11/07/1997,,,(412)464-3600,,3113 Main St,,Munhall,PA,15120,2729,3113 Main St,,Munhall,PA,15120,2729,Principal,Mr,John,,Strom,,
103028833,Steel Valley SD,0,School District,3,Allegheny IU 3,Allegheny,Open,06/08/1999,http://www.Steelvalleysd.org,,220 E Oliver Rd,,Munhall,PA,15120,2759,220 E Oliver Rd,,Munhall,PA,15120,2759,(412)464-3600,,Superintendent,Mr,Edward,,Wehrer,,(412)464-3600,1505,Regular School,103028833,0259,Park El Sch,2021-2022,K5F-4,ELEMENTARY,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Allegheny,Open,08/10/2000,,,(412)464-3600,,4100 Main St,,Munhall,PA,15120,3358,4100 Main St,,Munhall,PA,15120,3358,Principal,Mr,Tom,,Shaughnessy,,
103028833,Steel Valley SD,0,School District,3,Allegheny IU 3,Allegheny,Open,06/08/1999,http://www.Steelvalleysd.org,,220 E Oliver Rd,,Munhall,PA,15120,2759,220 E Oliver Rd,,Munhall,PA,15120,2759,(412)464-3600,,Superintendent,Mr,Edward,,Wehrer,,(412)464-3600,1505,Regular School,103028833,0260,Steel Valley MS,2021-2022,"5-6,7-8",ELEMENTARY/SECONDARY,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,Allegheny,Open,07/24/1995,,,(412)464-3600,,3114 Main St,,Munhall,PA,15120,2730,3114 Main St,,Munhall,PA,15120,2730,Principal,Ms,Rebecca,,Bragan,,
115228003,Steelton-Highspire SD,0,School District,15,Capital Area IU 15,Dauphin,Open,07/07/1999,http://www.shsd.k12.pa.us/Page/1592,,PO Box 7645,,Steelton,PA,17113,7645,250 Reynders St,,Steelton,PA,17113,,(717)704-3800,,Acting Superintendent,Mr,Michael,,Iskric,,(717)704-3800,,Regular School,115228003,1799,Steelton-Highspire El Sch,2021-2022,K5H-6,ELEMENTARY,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Dauphin,Open,07/02/1999,,,(717)704-3826,,250 Reynders Avenue,,Steelton,PA,17113,    ,250 Reynders Avenue,,Steelton,PA,17113,    ,Principal,Ms,Megan,,Armstead,,
115228003,Steelton-Highspire SD,0,School District,15,Capital Area IU 15,Dauphin,Open,07/07/1999,http://www.shsd.k12.pa.us/Page/1592,,PO Box 7645,,Steelton,PA,17113,7645,250 Reynders St,,Steelton,PA,17113,,(717)704-3800,,Acting Superintendent,Mr,Michael,,Iskric,,(717)704-3800,,Regular School,115228003,1801,Steelton-Highspire HS,2021-2022,7-12,SECONDARY,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,Dauphin,Open,07/02/1999,,,(717)704-3809,,250 Reynders Ave.,,Steelton,PA,17113,    ,250 Reynders Ave.,,Steelton,PA,17113,    ,Principal,Ms,Michelle,,Young,,
103028853,Sto-Rox SD,0,School District,3,Allegheny IU 3,Allegheny,Open,11/15/1999,http://www.srsd.k12.pa.us,,298 Ewing Road,,McKees Rocks,PA,15136,    ,298 Ewing Road,,McKees Rocks,PA,15136,    ,(412)771-3213,,Superintendent,Mr,Frank,,Dalmas,,(412)771-3213,5262,Regular School,103028853,0477,Sto-Rox JSHS,2021-2022,7-12,SECONDARY,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,Allegheny,Open,11/19/1999,,,(412)771-3213,,1105 Valley St,,McKees Rocks,PA,15136,2300,1105 Valley St,,McKees Rocks,PA,15136,2300,Principal,Mr,Christopher,,Captline,,
103028853,Sto-Rox SD,0,School District,3,Allegheny IU 3,Allegheny,Open,11/15/1999,http://www.srsd.k12.pa.us,,298 Ewing Road,,McKees Rocks,PA,15136,    ,298 Ewing Road,,McKees Rocks,PA,15136,    ,(412)771-3213,,Superintendent,Mr,Frank,,Dalmas,,(412)771-3213,5262,Regular School,103028853,7505,Sto-Rox Primary Ctr,2021-2022,K5F-3,ELEMENTARY,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Allegheny,Open,07/16/1999,,,(412)771-3213,,300 Ewing Rd,,McKees Rocks,PA,15136,1886,300 Ewing Rd,,McKees Rocks,PA,15136,1886,Principal,Dr,Brooke,,Stebler,,
103028853,Sto-Rox SD,0,School District,3,Allegheny IU 3,Allegheny,Open,11/15/1999,http://www.srsd.k12.pa.us,,298 Ewing Road,,McKees Rocks,PA,15136,    ,298 Ewing Road,,McKees Rocks,PA,15136,    ,(412)771-3213,,Superintendent,Mr,Frank,,Dalmas,,(412)771-3213,5262,Regular School,103028853,8377,Sto-Rox Upper El Sch,2021-2022,4-6,ELEMENTARY,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Allegheny,Open,07/01/2016,,,(412)771-3213,,298 Ewing Rd,,McKees Rocks,PA,15136,1836,298 Ewing Rd,,McKees Rocks,PA,15136,1836,Principal,Ms,Heather,,Johnston,,
111315438,Stone Valley Community CS,0,Charter School                          ,11,Tuscarora IU 11,Huntingdon,Open,07/05/2011,http://www.stonevalleyccs.org,,13006 Greenwood Road,,Huntingdon,PA,16652,,13006 Greenwood Road,,Huntingdon,PA,16652,,(814)667-2705,,Education Director/CEO,Ms,Cheryl,,Casner,,(814)667-2705,,Regular School,111315438,8158,Stone Valley Community CS,2021-2022,K5F-5,ELEMENTARY,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Huntingdon,Open,07/01/2011,,,(814)667-2705,,13006 Greenwood Road,,Huntingdon,PA,16652,,13006 Greenwood Road,,Huntingdon,PA,16652,,Education Director/CEO,Ms,Cheryl,,Casner,,0
120456003,Stroudsburg Area SD,0,School District,20,Colonial IU 20,Monroe,Open,06/08/1999,http://www.sburg.org,,123 Linden St,,Stroudsburg,PA,18360,1315,123 Linden St,,Stroudsburg,PA,18360,1315,(570)421-1990,,Superintendent,Dr,Cosmas,C,Curry,,(570)421-1990,,Regular School,120456003,3221,B F Morey El Sch,2021-2022,K5F-4,ELEMENTARY,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Monroe,Open,06/30/2000,,,(570)421-6371,,1044 W Main St,,Stroudsburg,PA,18360,1420,1044 W Main St,,Stroudsburg,PA,18360,1420,Principal,Dr,Cynthia,,Miller,,
120456003,Stroudsburg Area SD,0,School District,20,Colonial IU 20,Monroe,Open,06/08/1999,http://www.sburg.org,,123 Linden St,,Stroudsburg,PA,18360,1315,123 Linden St,,Stroudsburg,PA,18360,1315,(570)421-1990,,Superintendent,Dr,Cosmas,C,Curry,,(570)421-1990,,Regular School,120456003,3224,Stroudsburg HS,2021-2022,10-12,SECONDARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Monroe,Open,07/06/1999,,,(570)421-1991,,1100 W Main St,,Stroudsburg,PA,18360,1397,1100 W Main St,,Stroudsburg,PA,18360,1397,Principal,Mr,Jeffrey,,Sodl,,
